date,sku_id,units_sold,revenue,unit_price,promo_flag,category,subcategory,launch_date,unit_cost,list_price,week,month,season,is_holiday,promo_event,on_hand_units,on_order_units,lead_time_days,reorder_point,day,day_of_week,quarter,year,Predicted_Units_Sold,Inventory_Gap,Inventory_Coverage,Risk_Score,Risk_Level
2024-02-04,SKU068,9,2360.07,262.23,0,Furniture,General,2023-01-01,196,262.23,5,2,Winter,1,,0.0,,,,4,6,1,2024,9.31,-9.31,0.0,100.0,High
2024-02-04,SKU069,1,39.55,39.55,0,Appliances,General,2023-01-01,25,39.55,5,2,Winter,1,,0.0,,,,4,6,1,2024,4.62,-4.62,0.0,100.0,High
2024-02-04,SKU070,14,763.56,54.54,0,Decor,General,2023-01-01,37,54.54,5,2,Winter,1,,0.0,,,,4,6,1,2024,12.49,-12.49,0.0,100.0,High
2024-02-04,SKU071,8,1898.08,237.26,0,Kitchen,General,2023-01-01,147,237.26,5,2,Winter,1,,0.0,,,,4,6,1,2024,9.91,-9.91,0.0,100.0,High
2024-02-04,SKU072,15,1255.8,83.72,0,Decor,General,2023-01-01,56,83.72,5,2,Winter,1,,0.0,,,,4,6,1,2024,11.15,-11.15,0.0,100.0,High
2024-02-04,SKU073,13,607.1,46.7,0,Furniture,General,2023-01-01,29,46.7,5,2,Winter,1,,0.0,,,,4,6,1,2024,11.93,-11.93,0.0,100.0,High
2024-02-04,SKU074,3,115.92,38.64,0,Furniture,General,2023-01-01,22,38.64,5,2,Winter,1,,0.0,,,,4,6,1,2024,11.04,-11.04,0.0,100.0,High
2024-02-04,SKU075,9,578.7,64.3,0,Decor,General,2023-01-01,33,64.3,5,2,Winter,1,,0.0,,,,4,6,1,2024,9.13,-9.13,0.0,100.0,High
2024-02-04,SKU076,9,667.36,74.15,1,Kitchen,General,2023-01-01,52,82.39,5,2,Winter,1,,0.0,,,,4,6,1,2024,16.69,-16.69,0.0,100.0,High
2024-02-04,SKU077,10,1219.4,121.94,0,Furniture,General,2023-01-01,64,121.94,5,2,Winter,1,,0.0,,,,4,6,1,2024,11.78,-11.78,0.0,100.0,High
2024-02-04,SKU078,10,813.9,81.39,0,Kitchen,General,2023-01-01,52,81.39,5,2,Winter,1,,0.0,,,,4,6,1,2024,9.34,-9.34,0.0,100.0,High
2024-02-04,SKU079,14,2100.56,150.04,0,Kitchen,General,2023-01-01,77,150.04,5,2,Winter,1,,0.0,,,,4,6,1,2024,12.93,-12.93,0.0,100.0,High
2024-02-04,SKU080,16,2119.68,132.48,0,Kitchen,General,2023-01-01,83,132.48,5,2,Winter,1,,0.0,,,,4,6,1,2024,15.55,-15.55,0.0,100.0,High
2024-02-04,SKU081,15,1053.15,70.21,0,Decor,General,2023-01-01,49,70.21,5,2,Winter,1,,0.0,,,,4,6,1,2024,14.57,-14.57,0.0,100.0,High
2024-02-04,SKU082,7,286.51,40.93,0,Furniture,General,2023-01-01,24,40.93,5,2,Winter,1,,0.0,,,,4,6,1,2024,8.33,-8.33,0.0,100.0,High
2024-02-04,SKU083,11,1326.6,120.6,0,Kitchen,General,2023-01-01,90,120.6,5,2,Winter,1,,0.0,,,,4,6,1,2024,12.0,-12.0,0.0,100.0,High
2024-02-04,SKU084,12,2896.67,241.39,1,Decor,General,2023-01-01,138,268.21,5,2,Winter,1,,0.0,,,,4,6,1,2024,14.31,-14.31,0.0,100.0,High
2024-02-04,SKU085,12,568.08,47.34,0,Furniture,General,2023-01-01,24,47.34,5,2,Winter,1,,0.0,,,,4,6,1,2024,11.49,-11.49,0.0,100.0,High
2024-02-04,SKU086,15,1152.45,76.83,0,Furniture,General,2023-01-01,57,76.83,5,2,Winter,1,,0.0,,,,4,6,1,2024,13.74,-13.74,0.0,100.0,High
2024-02-04,SKU087,14,4849.6,346.4,0,Kitchen,General,2023-01-01,182,346.4,5,2,Winter,1,,0.0,,,,4,6,1,2024,13.16,-13.16,0.0,100.0,High
2024-02-04,SKU088,11,861.96,78.36,0,Decor,General,2023-01-01,40,78.36,5,2,Winter,1,,0.0,,,,4,6,1,2024,11.4,-11.4,0.0,100.0,High
2024-02-04,SKU089,19,4636.66,244.03,1,Furniture,General,2023-01-01,158,271.15,5,2,Winter,1,,0.0,,,,4,6,1,2024,17.34,-17.34,0.0,100.0,High
2024-02-04,SKU090,13,2677.22,205.94,0,Appliances,General,2023-01-01,117,205.94,5,2,Winter,1,,0.0,,,,4,6,1,2024,11.6,-11.6,0.0,100.0,High
2024-02-04,SKU091,10,1096.7,109.67,0,Appliances,General,2023-01-01,76,109.67,5,2,Winter,1,,0.0,,,,4,6,1,2024,11.09,-11.09,0.0,100.0,High
2024-02-04,SKU092,2,211.0,105.5,0,Decor,General,2023-01-01,71,105.5,5,2,Winter,1,,0.0,,,,4,6,1,2024,5.41,-5.41,0.0,100.0,High
2024-02-04,SKU093,21,6658.68,317.08,0,Kitchen,General,2023-01-01,181,317.08,5,2,Winter,1,,0.0,,,,4,6,1,2024,15.22,-15.22,0.0,100.0,High
2024-02-04,SKU094,16,2808.48,175.53,0,Furniture,General,2023-01-01,90,175.53,5,2,Winter,1,,0.0,,,,4,6,1,2024,14.78,-14.78,0.0,100.0,High
2024-02-04,SKU095,10,194.5,19.45,0,Furniture,General,2023-01-01,12,19.45,5,2,Winter,1,,0.0,,,,4,6,1,2024,10.54,-10.54,0.0,100.0,High
2024-02-04,SKU096,5,234.7,46.94,0,Appliances,General,2023-01-01,28,46.94,5,2,Winter,1,,0.0,,,,4,6,1,2024,7.64,-7.64,0.0,100.0,High
2024-02-04,SKU097,11,923.89,83.99,0,Furniture,General,2023-01-01,43,83.99,5,2,Winter,1,,0.0,,,,4,6,1,2024,10.83,-10.83,0.0,100.0,High
2024-02-04,SKU098,9,1009.98,112.22,0,Decor,General,2023-01-01,72,112.22,5,2,Winter,1,,0.0,,,,4,6,1,2024,10.71,-10.71,0.0,100.0,High
2024-02-04,SKU099,10,2298.0,229.8,0,Appliances,General,2023-01-01,122,229.8,5,2,Winter,1,,0.0,,,,4,6,1,2024,10.18,-10.18,0.0,100.0,High
2024-02-04,SKU100,18,5942.16,330.12,0,Furniture,General,2023-01-01,166,330.12,5,2,Winter,1,,0.0,,,,4,6,1,2024,14.85,-14.85,0.0,100.0,High
2024-02-04,SKU101,14,4717.44,336.96,0,Appliances,General,2023-01-01,180,336.96,5,2,Winter,1,,0.0,,,,4,6,1,2024,13.43,-13.43,0.0,100.0,High
2024-02-04,SKU102,15,3685.2,245.68,0,Decor,General,2023-01-01,179,245.68,5,2,Winter,1,,0.0,,,,4,6,1,2024,14.05,-14.05,0.0,100.0,High
2024-02-04,SKU103,11,1169.52,106.32,0,Furniture,General,2023-01-01,77,106.32,5,2,Winter,1,,0.0,,,,4,6,1,2024,11.31,-11.31,0.0,100.0,High
2024-02-04,SKU104,10,3374.5,337.45,0,Appliances,General,2023-01-01,200,337.45,5,2,Winter,1,,0.0,,,,4,6,1,2024,11.07,-11.07,0.0,100.0,High
2024-02-04,SKU105,17,2402.44,141.32,0,Appliances,General,2023-01-01,82,141.32,5,2,Winter,1,,0.0,,,,4,6,1,2024,10.69,-10.69,0.0,100.0,High
2024-02-04,SKU106,7,773.08,110.44,0,Appliances,General,2023-01-01,62,110.44,5,2,Winter,1,,0.0,,,,4,6,1,2024,9.44,-9.44,0.0,100.0,High
2024-02-04,SKU107,15,3423.45,228.23,0,Furniture,General,2023-01-01,139,228.23,5,2,Winter,1,,0.0,,,,4,6,1,2024,13.43,-13.43,0.0,100.0,High
2024-02-04,SKU108,9,517.95,57.55,0,Appliances,General,2023-01-01,33,57.55,5,2,Winter,1,,0.0,,,,4,6,1,2024,9.25,-9.25,0.0,100.0,High
2024-02-04,SKU109,18,443.07,24.62,1,Decor,General,2023-01-01,21,27.35,5,2,Winter,1,,0.0,,,,4,6,1,2024,17.54,-17.54,0.0,100.0,High
2024-02-04,SKU110,11,3779.05,343.55,0,Decor,General,2023-01-01,173,343.55,5,2,Winter,1,,0.0,,,,4,6,1,2024,12.14,-12.14,0.0,100.0,High
2024-02-04,SKU111,15,4803.75,320.25,0,Kitchen,General,2023-01-01,199,320.25,5,2,Winter,1,,0.0,,,,4,6,1,2024,13.76,-13.76,0.0,100.0,High
2024-02-04,SKU112,10,1999.4,199.94,0,Furniture,General,2023-01-01,153,199.94,5,2,Winter,1,,0.0,,,,4,6,1,2024,10.12,-10.12,0.0,100.0,High
2024-02-04,SKU113,7,2516.43,359.49,0,Furniture,General,2023-01-01,186,359.49,5,2,Winter,1,,0.0,,,,4,6,1,2024,12.96,-12.96,0.0,100.0,High
2024-02-04,SKU114,9,1598.49,177.61,0,Decor,General,2023-01-01,104,177.61,5,2,Winter,1,,0.0,,,,4,6,1,2024,9.95,-9.95,0.0,100.0,High
2024-02-04,SKU115,9,1500.39,166.71,0,Appliances,General,2023-01-01,120,166.71,5,2,Winter,1,,0.0,,,,4,6,1,2024,11.35,-11.35,0.0,100.0,High
2024-02-04,SKU116,6,1192.32,198.72,0,Furniture,General,2023-01-01,103,198.72,5,2,Winter,1,,0.0,,,,4,6,1,2024,7.82,-7.82,0.0,100.0,High
2024-02-04,SKU117,8,1169.2,146.15,0,Decor,General,2023-01-01,101,146.15,5,2,Winter,1,,0.0,,,,4,6,1,2024,13.16,-13.16,0.0,100.0,High
2024-02-04,SKU118,5,1234.75,246.95,0,Kitchen,General,2023-01-01,180,246.95,5,2,Winter,1,,0.0,,,,4,6,1,2024,8.34,-8.34,0.0,100.0,High
2024-02-04,SKU119,14,3862.4,275.89,1,Decor,General,2023-01-01,168,306.54,5,2,Winter,1,,0.0,,,,4,6,1,2024,14.94,-14.94,0.0,100.0,High
2024-02-04,SKU120,24,2184.84,91.04,1,Decor,General,2023-01-01,51,101.15,5,2,Winter,1,,0.0,,,,4,6,1,2024,16.23,-16.23,0.0,100.0,High
2024-02-04,SKU121,3,454.5,151.5,0,Appliances,General,2023-01-01,115,151.5,5,2,Winter,1,,0.0,,,,4,6,1,2024,6.16,-6.16,0.0,100.0,High
2024-02-04,SKU122,7,1498.56,214.08,0,Decor,General,2023-01-01,115,214.08,5,2,Winter,1,,0.0,,,,4,6,1,2024,9.51,-9.51,0.0,100.0,High
2024-02-04,SKU123,14,1541.26,110.09,0,Furniture,General,2023-01-01,78,110.09,5,2,Winter,1,,0.0,,,,4,6,1,2024,13.06,-13.06,0.0,100.0,High
2024-02-04,SKU124,12,2453.16,204.43,0,Kitchen,General,2023-01-01,107,204.43,5,2,Winter,1,,0.0,,,,4,6,1,2024,10.65,-10.65,0.0,100.0,High
2024-02-04,SKU125,11,1045.22,95.02,0,Kitchen,General,2023-01-01,66,95.02,5,2,Winter,1,,0.0,,,,4,6,1,2024,13.84,-13.84,0.0,100.0,High
2024-02-04,SKU126,17,2547.45,149.85,0,Decor,General,2023-01-01,99,149.85,5,2,Winter,1,,0.0,,,,4,6,1,2024,14.92,-14.92,0.0,100.0,High
2024-02-04,SKU127,19,1675.99,88.21,0,Decor,General,2023-01-01,67,88.21,5,2,Winter,1,,0.0,,,,4,6,1,2024,11.2,-11.2,0.0,100.0,High
2024-02-04,SKU128,15,2570.1,171.34,0,Furniture,General,2023-01-01,112,171.34,5,2,Winter,1,,0.0,,,,4,6,1,2024,14.36,-14.36,0.0,100.0,High
2024-02-04,SKU129,13,1627.73,125.21,0,Kitchen,General,2023-01-01,81,125.21,5,2,Winter,1,,0.0,,,,4,6,1,2024,12.78,-12.78,0.0,100.0,High
2024-02-04,SKU130,12,4363.08,363.59,0,Appliances,General,2023-01-01,183,363.59,5,2,Winter,1,,0.0,,,,4,6,1,2024,12.26,-12.26,0.0,100.0,High
2024-02-04,SKU131,16,375.52,23.47,0,Appliances,General,2023-01-01,17,23.47,5,2,Winter,1,,0.0,,,,4,6,1,2024,12.44,-12.44,0.0,100.0,High
2024-02-04,SKU132,11,1032.35,93.85,0,Appliances,General,2023-01-01,55,93.85,5,2,Winter,1,,0.0,,,,4,6,1,2024,11.5,-11.5,0.0,100.0,High
2024-02-04,SKU133,19,496.66,26.14,0,Kitchen,General,2023-01-01,19,26.14,5,2,Winter,1,,0.0,,,,4,6,1,2024,15.75,-15.75,0.0,100.0,High
2024-02-04,SKU134,14,2234.99,159.64,1,Appliances,General,2023-01-01,98,177.38,5,2,Winter,1,,0.0,,,,4,6,1,2024,14.74,-14.74,0.0,100.0,High
2024-02-04,SKU135,10,2086.5,208.65,0,Furniture,General,2023-01-01,121,208.65,5,2,Winter,1,,0.0,,,,4,6,1,2024,10.25,-10.25,0.0,100.0,High
2024-02-04,SKU136,13,2709.2,208.4,0,Decor,General,2023-01-01,108,208.4,5,2,Winter,1,,0.0,,,,4,6,1,2024,10.96,-10.96,0.0,100.0,High
2024-02-04,SKU137,11,1098.13,99.83,0,Kitchen,General,2023-01-01,75,99.83,5,2,Winter,1,,0.0,,,,4,6,1,2024,12.26,-12.26,0.0,100.0,High
2024-02-04,SKU138,13,216.32,16.64,0,Decor,General,2023-01-01,10,16.64,5,2,Winter,1,,0.0,,,,4,6,1,2024,12.1,-12.1,0.0,100.0,High
2024-02-04,SKU139,12,1980.0,165.0,0,Appliances,General,2023-01-01,103,165.0,5,2,Winter,1,,0.0,,,,4,6,1,2024,11.68,-11.68,0.0,100.0,High
2024-02-04,SKU140,13,3005.03,231.16,1,Furniture,General,2023-01-01,169,256.84,5,2,Winter,1,,0.0,,,,4,6,1,2024,16.51,-16.51,0.0,100.0,High
2024-02-04,SKU141,9,3369.87,374.43,0,Appliances,General,2023-01-01,194,374.43,5,2,Winter,1,,0.0,,,,4,6,1,2024,10.53,-10.53,0.0,100.0,High
2024-02-04,SKU142,13,3710.98,285.46,0,Kitchen,General,2023-01-01,180,285.46,5,2,Winter,1,,0.0,,,,4,6,1,2024,12.91,-12.91,0.0,100.0,High
2024-02-04,SKU143,10,2833.1,283.31,0,Decor,General,2023-01-01,188,283.31,5,2,Winter,1,,0.0,,,,4,6,1,2024,13.11,-13.11,0.0,100.0,High
2024-02-04,SKU144,6,564.36,94.06,0,Kitchen,General,2023-01-01,59,94.06,5,2,Winter,1,,0.0,,,,4,6,1,2024,10.92,-10.92,0.0,100.0,High
2024-02-04,SKU145,10,3337.4,333.74,0,Decor,General,2023-01-01,183,333.74,5,2,Winter,1,,0.0,,,,4,6,1,2024,11.64,-11.64,0.0,100.0,High
2024-02-04,SKU146,10,2836.3,283.63,0,Kitchen,General,2023-01-01,167,283.63,5,2,Winter,1,,0.0,,,,4,6,1,2024,10.67,-10.67,0.0,100.0,High
2024-02-04,SKU147,8,2260.32,282.54,0,Appliances,General,2023-01-01,150,282.54,5,2,Winter,1,,0.0,,,,4,6,1,2024,12.36,-12.36,0.0,100.0,High
2024-02-04,SKU148,14,1681.54,120.11,0,Appliances,General,2023-01-01,83,120.11,5,2,Winter,1,,0.0,,,,4,6,1,2024,13.59,-13.59,0.0,100.0,High
2024-02-04,SKU149,15,3113.85,207.59,0,Decor,General,2023-01-01,129,207.59,5,2,Winter,1,,0.0,,,,4,6,1,2024,10.51,-10.51,0.0,100.0,High
2024-02-04,SKU150,11,2512.07,228.37,0,Decor,General,2023-01-01,140,228.37,5,2,Winter,1,,0.0,,,,4,6,1,2024,11.43,-11.43,0.0,100.0,High
2024-02-04,SKU151,17,4113.49,241.97,0,Appliances,General,2023-01-01,178,241.97,5,2,Winter,1,,0.0,,,,4,6,1,2024,15.12,-15.12,0.0,100.0,High
2024-02-04,SKU152,8,494.48,61.81,0,Decor,General,2023-01-01,33,61.81,5,2,Winter,1,,0.0,,,,4,6,1,2024,9.18,-9.18,0.0,100.0,High
2024-02-04,SKU153,9,2485.35,276.15,0,Decor,General,2023-01-01,182,276.15,5,2,Winter,1,,0.0,,,,4,6,1,2024,10.12,-10.12,0.0,100.0,High
2024-02-04,SKU154,17,1052.3,61.9,0,Decor,General,2023-01-01,47,61.9,5,2,Winter,1,,0.0,,,,4,6,1,2024,15.64,-15.64,0.0,100.0,High
2024-02-04,SKU155,3,679.05,226.35,0,Furniture,General,2023-01-01,131,226.35,5,2,Winter,1,,0.0,,,,4,6,1,2024,6.12,-6.12,0.0,100.0,High
2024-02-04,SKU156,16,2885.04,180.31,1,Decor,General,2023-01-01,126,200.35,5,2,Winter,1,,0.0,,,,4,6,1,2024,15.97,-15.97,0.0,100.0,High
2024-02-04,SKU157,17,5864.66,344.98,0,Kitchen,General,2023-01-01,193,344.98,5,2,Winter,1,,0.0,,,,4,6,1,2024,14.75,-14.75,0.0,100.0,High
2024-02-04,SKU158,10,1647.3,164.73,0,Furniture,General,2023-01-01,112,164.73,5,2,Winter,1,,0.0,,,,4,6,1,2024,12.01,-12.01,0.0,100.0,High
2024-02-04,SKU159,9,614.34,68.26,0,Decor,General,2023-01-01,37,68.26,5,2,Winter,1,,0.0,,,,4,6,1,2024,9.58,-9.58,0.0,100.0,High
2024-02-04,SKU160,9,922.14,102.46,0,Kitchen,General,2023-01-01,55,102.46,5,2,Winter,1,,0.0,,,,4,6,1,2024,10.38,-10.38,0.0,100.0,High
2024-02-04,SKU161,17,632.06,37.18,0,Furniture,General,2023-01-01,22,37.18,5,2,Winter,1,,0.0,,,,4,6,1,2024,15.7,-15.7,0.0,100.0,High
2024-02-04,SKU162,8,1404.48,175.56,0,Kitchen,General,2023-01-01,126,175.56,5,2,Winter,1,,0.0,,,,4,6,1,2024,8.31,-8.31,0.0,100.0,High
2024-02-04,SKU163,9,2708.28,300.92,0,Appliances,General,2023-01-01,180,300.92,5,2,Winter,1,,0.0,,,,4,6,1,2024,10.6,-10.6,0.0,100.0,High
2024-02-04,SKU164,13,2764.45,212.65,0,Kitchen,General,2023-01-01,123,212.65,5,2,Winter,1,,0.0,,,,4,6,1,2024,12.06,-12.06,0.0,100.0,High
2024-02-04,SKU165,16,3869.12,241.82,0,Decor,General,2023-01-01,150,241.82,5,2,Winter,1,,0.0,,,,4,6,1,2024,13.88,-13.88,0.0,100.0,High
2024-02-04,SKU166,7,2664.27,380.61,0,Kitchen,General,2023-01-01,200,380.61,5,2,Winter,1,,0.0,,,,4,6,1,2024,8.57,-8.57,0.0,100.0,High
2024-02-04,SKU167,2,277.58,138.79,0,Appliances,General,2023-01-01,76,138.79,5,2,Winter,1,,0.0,,,,4,6,1,2024,5.97,-5.97,0.0,100.0,High
2024-02-04,SKU168,14,3281.74,234.41,0,Decor,General,2023-01-01,143,234.41,5,2,Winter,1,,0.0,,,,4,6,1,2024,12.87,-12.87,0.0,100.0,High
2024-02-04,SKU169,10,1286.3,128.63,0,Appliances,General,2023-01-01,80,128.63,5,2,Winter,1,,0.0,,,,4,6,1,2024,11.28,-11.28,0.0,100.0,High
2024-02-04,SKU170,14,1460.34,104.31,0,Appliances,General,2023-01-01,70,104.31,5,2,Winter,1,,0.0,,,,4,6,1,2024,11.92,-11.92,0.0,100.0,High
2024-02-04,SKU171,13,2609.75,200.75,0,Decor,General,2023-01-01,148,200.75,5,2,Winter,1,,0.0,,,,4,6,1,2024,11.76,-11.76,0.0,100.0,High
2024-02-04,SKU172,11,1190.2,108.2,0,Decor,General,2023-01-01,69,108.2,5,2,Winter,1,,0.0,,,,4,6,1,2024,10.52,-10.52,0.0,100.0,High
2024-02-04,SKU173,15,3718.71,247.91,1,Kitchen,General,2023-01-01,190,275.46,5,2,Winter,1,,0.0,,,,4,6,1,2024,15.38,-15.38,0.0,100.0,High
2024-02-04,SKU174,8,1396.8,174.6,0,Kitchen,General,2023-01-01,114,174.6,5,2,Winter,1,,0.0,,,,4,6,1,2024,10.02,-10.02,0.0,100.0,High
2024-02-04,SKU175,23,3584.78,155.86,0,Kitchen,General,2023-01-01,116,155.86,5,2,Winter,1,,0.0,,,,4,6,1,2024,10.74,-10.74,0.0,100.0,High
2024-02-04,SKU176,13,2739.62,210.74,0,Furniture,General,2023-01-01,109,210.74,5,2,Winter,1,,0.0,,,,4,6,1,2024,11.0,-11.0,0.0,100.0,High
2024-02-04,SKU177,12,2950.8,245.9,0,Furniture,General,2023-01-01,157,245.9,5,2,Winter,1,,0.0,,,,4,6,1,2024,11.38,-11.38,0.0,100.0,High
2024-02-04,SKU178,8,1207.2,150.9,0,Kitchen,General,2023-01-01,100,150.9,5,2,Winter,1,,0.0,,,,4,6,1,2024,8.35,-8.35,0.0,100.0,High
2024-02-04,SKU179,4,784.72,196.18,0,Decor,General,2023-01-01,117,196.18,5,2,Winter,1,,0.0,,,,4,6,1,2024,6.25,-6.25,0.0,100.0,High
2024-02-04,SKU180,12,2337.36,194.78,0,Kitchen,General,2023-01-01,134,194.78,5,2,Winter,1,,0.0,,,,4,6,1,2024,10.81,-10.81,0.0,100.0,High
2024-02-04,SKU181,9,1592.28,176.92,0,Appliances,General,2023-01-01,134,176.92,5,2,Winter,1,,0.0,,,,4,6,1,2024,9.51,-9.51,0.0,100.0,High
2024-02-04,SKU182,0,0.0,321.35,0,Kitchen,General,2023-01-01,181,321.35,5,2,Winter,1,,0.0,,,,4,6,1,2024,5.4,-5.4,0.0,100.0,High
2024-02-04,SKU183,15,4140.45,276.03,0,Kitchen,General,2023-01-01,195,276.03,5,2,Winter,1,,0.0,,,,4,6,1,2024,14.06,-14.06,0.0,100.0,High
2024-02-04,SKU184,10,834.3,83.43,0,Furniture,General,2023-01-01,42,83.43,5,2,Winter,1,,0.0,,,,4,6,1,2024,11.06,-11.06,0.0,100.0,High
2024-02-04,SKU185,7,1320.06,188.58,0,Furniture,General,2023-01-01,110,188.58,5,2,Winter,1,,0.0,,,,4,6,1,2024,8.32,-8.32,0.0,100.0,High
2024-02-04,SKU186,14,759.5,54.25,0,Decor,General,2023-01-01,31,54.25,5,2,Winter,1,,0.0,,,,4,6,1,2024,9.18,-9.18,0.0,100.0,High
2024-02-04,SKU187,7,1278.76,182.68,0,Appliances,General,2023-01-01,128,182.68,5,2,Winter,1,,0.0,,,,4,6,1,2024,8.0,-8.0,0.0,100.0,High
2024-02-04,SKU188,16,2617.92,163.62,0,Kitchen,General,2023-01-01,107,163.62,5,2,Winter,1,,0.0,,,,4,6,1,2024,15.3,-15.3,0.0,100.0,High
2024-02-04,SKU189,13,1857.31,142.87,0,Kitchen,General,2023-01-01,93,142.87,5,2,Winter,1,,0.0,,,,4,6,1,2024,13.21,-13.21,0.0,100.0,High
2024-02-04,SKU190,8,1183.52,147.94,0,Kitchen,General,2023-01-01,81,147.94,5,2,Winter,1,,0.0,,,,4,6,1,2024,9.58,-9.58,0.0,100.0,High
2024-02-04,SKU191,13,1812.85,139.45,0,Kitchen,General,2023-01-01,74,139.45,5,2,Winter,1,,0.0,,,,4,6,1,2024,7.92,-7.92,0.0,100.0,High
2024-02-04,SKU192,19,436.73,22.99,1,Furniture,General,2023-01-01,14,25.54,5,2,Winter,1,,0.0,,,,4,6,1,2024,17.04,-17.04,0.0,100.0,High
2024-02-04,SKU193,15,2163.6,144.24,0,Furniture,General,2023-01-01,99,144.24,5,2,Winter,1,,0.0,,,,4,6,1,2024,14.42,-14.42,0.0,100.0,High
2024-02-04,SKU194,12,2805.12,233.76,0,Furniture,General,2023-01-01,176,233.76,5,2,Winter,1,,0.0,,,,4,6,1,2024,11.93,-11.93,0.0,100.0,High
2024-02-04,SKU195,16,1681.44,105.09,0,Furniture,General,2023-01-01,73,105.09,5,2,Winter,1,,0.0,,,,4,6,1,2024,10.88,-10.88,0.0,100.0,High
2024-02-04,SKU196,10,2377.3,237.73,0,Decor,General,2023-01-01,169,237.73,5,2,Winter,1,,0.0,,,,4,6,1,2024,11.22,-11.22,0.0,100.0,High
2024-02-04,SKU197,10,2316.9,231.69,0,Decor,General,2023-01-01,131,231.69,5,2,Winter,1,,0.0,,,,4,6,1,2024,10.65,-10.65,0.0,100.0,High
2024-02-04,SKU198,13,3001.18,230.86,0,Appliances,General,2023-01-01,129,230.86,5,2,Winter,1,,0.0,,,,4,6,1,2024,12.12,-12.12,0.0,100.0,High
2024-02-04,SKU199,9,806.85,89.65,0,Furniture,General,2023-01-01,52,89.65,5,2,Winter,1,,0.0,,,,4,6,1,2024,10.5,-10.5,0.0,100.0,High
2024-02-04,SKU200,14,1410.36,100.74,0,Furniture,General,2023-01-01,51,100.74,5,2,Winter,1,,0.0,,,,4,6,1,2024,12.44,-12.44,0.0,100.0,High
2024-02-05,SKU001,12,2860.56,238.38,0,Appliances,General,2023-01-01,173,238.38,6,2,Winter,0,,0.0,,,,5,0,1,2024,11.24,-11.24,0.0,100.0,High
2024-02-05,SKU002,11,1153.35,104.85,0,Furniture,General,2023-01-01,72,104.85,6,2,Winter,0,,0.0,,,,5,0,1,2024,10.4,-10.4,0.0,100.0,High
2024-02-05,SKU003,12,3993.36,332.78,0,Furniture,General,2023-01-01,183,332.78,6,2,Winter,0,,0.0,,,,5,0,1,2024,10.57,-10.57,0.0,100.0,High
2024-02-05,SKU004,18,4623.3,256.85,0,Furniture,General,2023-01-01,161,256.85,6,2,Winter,0,,0.0,,,,5,0,1,2024,15.56,-15.56,0.0,100.0,High
2024-02-05,SKU005,12,575.4,47.95,0,Furniture,General,2023-01-01,33,47.95,6,2,Winter,0,,0.0,,,,5,0,1,2024,11.89,-11.89,0.0,100.0,High
2024-02-05,SKU006,13,2862.6,220.2,0,Kitchen,General,2023-01-01,153,220.2,6,2,Winter,0,,0.0,,,,5,0,1,2024,12.36,-12.36,0.0,100.0,High
2024-02-05,SKU007,15,1438.42,95.89,1,Appliances,General,2023-01-01,66,106.55,6,2,Winter,0,,0.0,,,,5,0,1,2024,15.9,-15.9,0.0,100.0,High
2024-02-05,SKU008,9,181.26,20.14,0,Decor,General,2023-01-01,11,20.14,6,2,Winter,0,,0.0,,,,5,0,1,2024,11.01,-11.01,0.0,100.0,High
2024-02-05,SKU009,12,3600.24,300.02,0,Appliances,General,2023-01-01,188,300.02,6,2,Winter,0,,0.0,,,,5,0,1,2024,12.34,-12.34,0.0,100.0,High
2024-02-05,SKU010,9,639.81,71.09,0,Appliances,General,2023-01-01,49,71.09,6,2,Winter,0,,0.0,,,,5,0,1,2024,8.06,-8.06,0.0,100.0,High
2024-02-05,SKU011,13,638.82,49.14,0,Furniture,General,2023-01-01,36,49.14,6,2,Winter,0,,0.0,,,,5,0,1,2024,11.14,-11.14,0.0,100.0,High
2024-02-05,SKU012,3,573.66,191.22,0,Appliances,General,2023-01-01,101,191.22,6,2,Winter,0,,0.0,,,,5,0,1,2024,5.07,-5.07,0.0,100.0,High
2024-02-05,SKU013,8,304.24,38.03,0,Furniture,General,2023-01-01,21,38.03,6,2,Winter,0,,0.0,,,,5,0,1,2024,10.47,-10.47,0.0,100.0,High
2024-02-05,SKU014,13,1867.45,143.65,0,Appliances,General,2023-01-01,106,143.65,6,2,Winter,0,,0.0,,,,5,0,1,2024,12.48,-12.48,0.0,100.0,High
2024-02-05,SKU015,18,5302.8,294.6,0,Appliances,General,2023-01-01,170,294.6,6,2,Winter,0,,0.0,,,,5,0,1,2024,16.01,-16.01,0.0,100.0,High
2024-02-05,SKU016,17,3828.91,225.23,0,Furniture,General,2023-01-01,157,225.23,6,2,Winter,0,,0.0,,,,5,0,1,2024,14.88,-14.88,0.0,100.0,High
2024-02-05,SKU017,13,433.13,33.32,1,Appliances,General,2023-01-01,21,37.02,6,2,Winter,0,,0.0,,,,5,0,1,2024,15.81,-15.81,0.0,100.0,High
2024-02-05,SKU018,6,341.76,56.96,0,Furniture,General,2023-01-01,30,56.96,6,2,Winter,0,,0.0,,,,5,0,1,2024,8.69,-8.69,0.0,100.0,High
2024-02-05,SKU019,10,1599.2,159.92,0,Appliances,General,2023-01-01,107,159.92,6,2,Winter,0,,0.0,,,,5,0,1,2024,9.97,-9.97,0.0,100.0,High
