date,sku_id,units_sold,revenue,unit_price,promo_flag
2024-03-13,SKU085,14,662.76,47.34,0
2024-03-13,SKU086,12,921.96,76.83,0
2024-03-13,SKU087,4,1385.6,346.4,0
2024-03-13,SKU088,11,861.96,78.36,0
2024-03-13,SKU089,17,4609.55,271.15,0
2024-03-13,SKU090,9,1853.46,205.94,0
2024-03-13,SKU091,17,1677.95,98.7,1
2024-03-13,SKU092,12,1266.0,105.5,0
2024-03-13,SKU093,13,4122.04,317.08,0
2024-03-13,SKU094,13,2281.89,175.53,0
2024-03-13,SKU095,11,213.95,19.45,0
2024-03-13,SKU096,11,516.34,46.94,0
2024-03-13,SKU097,7,587.93,83.99,0
2024-03-13,SKU098,15,1683.3,112.22,0
2024-03-13,SKU099,13,2987.4,229.8,0
2024-03-13,SKU100,6,1980.72,330.12,0
2024-03-13,SKU101,18,6065.28,336.96,0
2024-03-13,SKU102,15,3685.2,245.68,0
2024-03-13,SKU103,9,956.88,106.32,0
2024-03-13,SKU104,4,1349.8,337.45,0
2024-03-13,SKU105,17,2402.44,141.32,0
2024-03-13,SKU106,15,1656.6,110.44,0
2024-03-13,SKU107,12,2738.76,228.23,0
2024-03-13,SKU108,15,863.25,57.55,0
2024-03-13,SKU109,13,355.55,27.35,0
2024-03-13,SKU110,14,4809.7,343.55,0
2024-03-13,SKU111,11,3522.75,320.25,0
2024-03-13,SKU112,12,2399.28,199.94,0
2024-03-13,SKU113,18,6470.82,359.49,0
2024-03-13,SKU114,7,1243.27,177.61,0
2024-03-13,SKU115,10,1667.1,166.71,0
2024-03-13,SKU116,11,2185.92,198.72,0
2024-03-13,SKU117,7,1023.05,146.15,0
2024-03-13,SKU118,16,3556.08,222.25,1
2024-03-13,SKU119,16,4904.64,306.54,0
2024-03-13,SKU120,16,1456.56,91.04,1
2024-03-13,SKU121,19,2878.5,151.5,0
2024-03-13,SKU122,14,2997.12,214.08,0
2024-03-13,SKU123,7,770.63,110.09,0
2024-03-13,SKU124,8,1635.44,204.43,0
2024-03-13,SKU125,9,855.18,95.02,0
2024-03-13,SKU126,16,2397.6,149.85,0
2024-03-13,SKU127,13,1146.73,88.21,0
2024-03-13,SKU128,8,1370.72,171.34,0
2024-03-13,SKU129,10,1252.1,125.21,0
2024-03-13,SKU130,22,7998.98,363.59,0
2024-03-13,SKU131,8,187.76,23.47,0
2024-03-13,SKU132,11,1032.35,93.85,0
2024-03-13,SKU133,13,339.82,26.14,0
2024-03-13,SKU134,19,3370.22,177.38,0
2024-03-13,SKU135,14,2921.1,208.65,0
2024-03-13,SKU136,12,2500.8,208.4,0
2024-03-13,SKU137,13,1297.79,99.83,0
2024-03-13,SKU138,16,266.24,16.64,0
2024-03-13,SKU139,11,1815.0,165.0,0
2024-03-13,SKU140,19,4879.96,256.84,0
2024-03-13,SKU141,11,4118.73,374.43,0
2024-03-13,SKU142,11,3140.06,285.46,0
2024-03-13,SKU143,11,3116.41,283.31,0
2024-03-13,SKU144,11,1034.66,94.06,0
2024-03-13,SKU145,17,5673.58,333.74,0
2024-03-13,SKU146,11,3119.93,283.63,0
2024-03-13,SKU147,10,2825.4,282.54,0
2024-03-13,SKU148,12,1441.32,120.11,0
2024-03-13,SKU149,12,2491.08,207.59,0
2024-03-13,SKU150,14,3197.18,228.37,0
2024-03-13,SKU151,11,2661.67,241.97,0
2024-03-13,SKU152,17,1050.77,61.81,0
2024-03-13,SKU153,12,3313.8,276.15,0
2024-03-13,SKU154,9,557.1,61.9,0
2024-03-13,SKU155,10,2263.5,226.35,0
2024-03-13,SKU156,8,1602.8,200.35,0
2024-03-13,SKU157,18,6209.64,344.98,0
2024-03-13,SKU158,12,1976.76,164.73,0
2024-03-13,SKU159,8,546.08,68.26,0
2024-03-13,SKU160,10,1024.6,102.46,0
2024-03-13,SKU161,3,100.39,33.46,1
2024-03-13,SKU162,4,702.24,175.56,0
2024-03-13,SKU163,8,2407.36,300.92,0
2024-03-13,SKU164,18,3444.93,191.39,1
2024-03-13,SKU165,14,3385.48,241.82,0
2024-03-13,SKU166,16,6089.76,380.61,0
2024-03-13,SKU167,16,2220.64,138.79,0
2024-03-13,SKU168,6,1406.46,234.41,0
2024-03-13,SKU169,11,1414.93,128.63,0
2024-03-13,SKU170,8,834.48,104.31,0
2024-03-13,SKU171,19,3432.83,180.68,1
2024-03-13,SKU172,14,1363.32,97.38,1
2024-03-13,SKU173,11,3030.06,275.46,0
2024-03-13,SKU174,14,2199.96,157.14,1
2024-03-13,SKU175,6,935.16,155.86,0
2024-03-13,SKU176,12,2528.88,210.74,0
2024-03-13,SKU177,12,2950.8,245.9,0
2024-03-13,SKU178,14,2112.6,150.9,0
2024-03-13,SKU179,12,2354.16,196.18,0
2024-03-13,SKU180,2,389.56,194.78,0
2024-03-13,SKU181,12,2123.04,176.92,0
2024-03-13,SKU182,17,5462.95,321.35,0
2024-03-13,SKU183,9,2484.27,276.03,0
2024-03-13,SKU184,10,834.3,83.43,0
2024-03-13,SKU185,8,1508.64,188.58,0
2024-03-13,SKU186,15,813.75,54.25,0
2024-03-13,SKU187,6,1096.08,182.68,0
2024-03-13,SKU188,11,1799.82,163.62,0
2024-03-13,SKU189,9,1285.83,142.87,0
2024-03-13,SKU190,13,1923.22,147.94,0
2024-03-13,SKU191,4,557.8,139.45,0
2024-03-13,SKU192,11,280.94,25.54,0
2024-03-13,SKU193,21,2726.14,129.82,1
2024-03-13,SKU194,3,701.28,233.76,0
2024-03-13,SKU195,16,1681.44,105.09,0
2024-03-13,SKU196,15,3565.95,237.73,0
2024-03-13,SKU197,13,3011.97,231.69,0
2024-03-13,SKU198,13,3001.18,230.86,0
2024-03-13,SKU199,8,717.2,89.65,0
2024-03-13,SKU200,8,805.92,100.74,0
2024-03-14,SKU001,10,2383.8,238.38,0
2024-03-14,SKU002,7,733.95,104.85,0
2024-03-14,SKU003,8,2662.24,332.78,0
2024-03-14,SKU004,12,3082.2,256.85,0
2024-03-14,SKU005,16,690.48,43.16,1
2024-03-14,SKU006,8,1761.6,220.2,0
2024-03-14,SKU007,8,852.4,106.55,0
2024-03-14,SKU008,3,60.42,20.14,0
2024-03-14,SKU009,18,5400.36,300.02,0
2024-03-14,SKU010,9,639.81,71.09,0
2024-03-14,SKU011,8,393.12,49.14,0
2024-03-14,SKU012,9,1720.98,191.22,0
2024-03-14,SKU013,12,456.36,38.03,0
2024-03-14,SKU014,20,2585.7,129.28,1
2024-03-14,SKU015,15,4419.0,294.6,0
2024-03-14,SKU016,8,1801.84,225.23,0
2024-03-14,SKU017,17,566.41,33.32,1
2024-03-14,SKU018,12,683.52,56.96,0
2024-03-14,SKU019,9,1439.28,159.92,0
2024-03-14,SKU020,11,874.72,79.52,0
2024-03-14,SKU021,2,538.26,269.13,0
2024-03-14,SKU022,9,2590.56,287.84,0
2024-03-14,SKU023,17,1266.84,74.52,1
2024-03-14,SKU024,14,4315.36,308.24,0
2024-03-14,SKU025,15,4237.35,282.49,0
2024-03-14,SKU026,16,2040.32,127.52,0
2024-03-14,SKU027,10,1665.9,166.59,0
2024-03-14,SKU028,12,3559.08,296.59,0
2024-03-14,SKU029,10,1125.6,112.56,0
2024-03-14,SKU030,21,5331.5,253.88,1
2024-03-14,SKU031,14,927.78,66.27,0
2024-03-14,SKU032,13,3306.94,254.38,0
2024-03-14,SKU033,15,2001.51,133.43,1
2024-03-14,SKU034,14,3225.04,230.36,0
2024-03-14,SKU035,14,673.72,48.12,1
2024-03-14,SKU036,15,4403.55,293.57,0
2024-03-14,SKU037,16,2708.0,169.25,0
2024-03-14,SKU038,3,642.06,214.02,0
2024-03-14,SKU039,21,6972.63,332.03,0
2024-03-14,SKU040,12,3211.56,267.63,0
2024-03-14,SKU041,10,1707.0,170.7,0
2024-03-14,SKU042,10,3711.4,371.14,0
2024-03-14,SKU043,17,4301.17,253.01,0
2024-03-14,SKU044,13,3334.63,256.51,0
2024-03-14,SKU045,7,535.71,76.53,0
2024-03-14,SKU046,8,2329.44,291.18,0
2024-03-14,SKU047,11,2737.79,248.89,0
2024-03-14,SKU048,11,815.21,74.11,0
2024-03-14,SKU049,5,475.9,95.18,0
2024-03-14,SKU050,7,393.26,56.18,0
2024-03-14,SKU051,11,2948.77,268.07,0
2024-03-14,SKU052,16,4649.92,290.62,0
2024-03-14,SKU053,12,1542.48,128.54,0
2024-03-14,SKU054,11,1373.02,124.82,0
2024-03-14,SKU055,23,6704.27,291.49,0
2024-03-14,SKU056,14,3296.02,235.43,0
2024-03-14,SKU057,14,742.64,53.05,1
2024-03-14,SKU058,18,2271.78,126.21,0
2024-03-14,SKU059,3,697.98,232.66,0
2024-03-14,SKU060,7,2328.76,332.68,0
2024-03-14,SKU061,12,626.52,52.21,0
2024-03-14,SKU062,11,511.28,46.48,0
2024-03-14,SKU063,16,4748.8,296.8,0
2024-03-14,SKU064,12,4574.4,381.2,0
2024-03-14,SKU065,17,2263.38,133.14,0
2024-03-14,SKU066,8,633.84,79.23,0
2024-03-14,SKU067,17,2442.64,143.69,1
2024-03-14,SKU068,11,2884.53,262.23,0
2024-03-14,SKU069,3,118.65,39.55,0
2024-03-14,SKU070,12,654.48,54.54,0
2024-03-14,SKU071,12,2847.12,237.26,0
2024-03-14,SKU072,11,920.92,83.72,0
2024-03-14,SKU073,14,653.8,46.7,0
2024-03-14,SKU074,3,115.92,38.64,0
2024-03-14,SKU075,7,450.1,64.3,0
2024-03-14,SKU076,18,1334.72,74.15,1
2024-03-14,SKU077,17,2072.98,121.94,0
2024-03-14,SKU078,10,813.9,81.39,0
2024-03-14,SKU079,9,1350.36,150.04,0
2024-03-14,SKU080,12,1589.76,132.48,0
2024-03-14,SKU081,14,982.94,70.21,0
2024-03-14,SKU082,14,573.02,40.93,0
2024-03-14,SKU083,6,723.6,120.6,0
2024-03-14,SKU084,9,2413.89,268.21,0
2024-03-14,SKU085,15,710.1,47.34,0
2024-03-14,SKU086,10,768.3,76.83,0
2024-03-14,SKU087,10,3464.0,346.4,0
2024-03-14,SKU088,11,861.96,78.36,0
2024-03-14,SKU089,10,2711.5,271.15,0
2024-03-14,SKU090,10,2059.4,205.94,0
2024-03-14,SKU091,6,658.02,109.67,0
2024-03-14,SKU092,6,633.0,105.5,0
2024-03-14,SKU093,14,4439.12,317.08,0
2024-03-14,SKU094,16,2808.48,175.53,0
2024-03-14,SKU095,17,297.58,17.5,1
2024-03-14,SKU096,11,516.34,46.94,0
2024-03-14,SKU097,9,755.91,83.99,0
2024-03-14,SKU098,6,673.32,112.22,0
2024-03-14,SKU099,8,1838.4,229.8,0
2024-03-14,SKU100,15,4951.8,330.12,0
2024-03-14,SKU101,11,3706.56,336.96,0
2024-03-14,SKU102,16,3930.88,245.68,0
2024-03-14,SKU103,9,956.88,106.32,0
2024-03-14,SKU104,16,5399.2,337.45,0
2024-03-14,SKU105,18,2289.38,127.19,1
2024-03-14,SKU106,8,883.52,110.44,0
2024-03-14,SKU107,3,684.69,228.23,0
2024-03-14,SKU108,9,517.95,57.55,0
2024-03-14,SKU109,13,355.55,27.35,0
2024-03-14,SKU110,12,4122.6,343.55,0
2024-03-14,SKU111,13,3746.93,288.23,1
2024-03-14,SKU112,13,2599.22,199.94,0
2024-03-14,SKU113,13,4673.37,359.49,0
2024-03-14,SKU114,11,1953.71,177.61,0
2024-03-14,SKU115,18,3000.78,166.71,0
2024-03-14,SKU116,13,2583.36,198.72,0
2024-03-14,SKU117,6,876.9,146.15,0
2024-03-14,SKU118,15,3704.25,246.95,0
2024-03-14,SKU119,10,3065.4,306.54,0
2024-03-14,SKU120,8,809.2,101.15,0
2024-03-14,SKU121,17,2575.5,151.5,0
2024-03-14,SKU122,8,1712.64,214.08,0
2024-03-14,SKU123,4,440.36,110.09,0
2024-03-14,SKU124,12,2453.16,204.43,0
2024-03-14,SKU125,6,570.12,95.02,0
2024-03-14,SKU126,17,2547.45,149.85,0
2024-03-14,SKU127,9,793.89,88.21,0
2024-03-14,SKU128,5,856.7,171.34,0
2024-03-14,SKU129,10,1252.1,125.21,0
2024-03-14,SKU130,14,5090.26,363.59,0
2024-03-14,SKU131,15,352.05,23.47,0
2024-03-14,SKU132,9,844.65,93.85,0
2024-03-14,SKU133,8,209.12,26.14,0
2024-03-14,SKU134,6,1064.28,177.38,0
2024-03-14,SKU135,13,2712.45,208.65,0
2024-03-14,SKU136,12,2500.8,208.4,0
2024-03-14,SKU137,6,598.98,99.83,0
2024-03-14,SKU138,8,133.12,16.64,0
2024-03-14,SKU139,15,2475.0,165.0,0
2024-03-14,SKU140,13,3338.92,256.84,0
2024-03-14,SKU141,9,3369.87,374.43,0
2024-03-14,SKU142,11,3140.06,285.46,0
2024-03-14,SKU143,14,3966.34,283.31,0
2024-03-14,SKU144,14,1316.84,94.06,0
2024-03-14,SKU145,25,7509.15,300.37,1
2024-03-14,SKU146,15,4254.45,283.63,0
2024-03-14,SKU147,15,4238.1,282.54,0
2024-03-14,SKU148,13,1561.43,120.11,0
2024-03-14,SKU149,8,1660.72,207.59,0
2024-03-14,SKU150,4,913.48,228.37,0
2024-03-14,SKU151,12,2903.64,241.97,0
2024-03-14,SKU152,11,679.91,61.81,0
2024-03-14,SKU153,0,0.0,276.15,0
2024-03-14,SKU154,16,990.4,61.9,0
2024-03-14,SKU155,9,2037.15,226.35,0
2024-03-14,SKU156,13,2604.55,200.35,0
2024-03-14,SKU157,21,6520.12,310.48,1
2024-03-14,SKU158,7,1153.11,164.73,0
2024-03-14,SKU159,15,1023.9,68.26,0
2024-03-14,SKU160,17,1741.82,102.46,0
2024-03-14,SKU161,13,483.34,37.18,0
2024-03-14,SKU162,16,2808.96,175.56,0
2024-03-14,SKU163,8,2407.36,300.92,0
2024-03-14,SKU164,14,2977.1,212.65,0
2024-03-14,SKU165,12,2901.84,241.82,0
2024-03-14,SKU166,11,4186.71,380.61,0
2024-03-14,SKU167,15,2081.85,138.79,0
2024-03-14,SKU168,10,2344.1,234.41,0
2024-03-14,SKU169,16,2058.08,128.63,0
2024-03-14,SKU170,13,1356.03,104.31,0
2024-03-14,SKU171,8,1606.0,200.75,0
2024-03-14,SKU172,17,1655.46,97.38,1
2024-03-14,SKU173,16,4407.36,275.46,0
2024-03-14,SKU174,0,0.0,174.6,0
2024-03-14,SKU175,14,2182.04,155.86,0
2024-03-14,SKU176,12,2528.88,210.74,0
2024-03-14,SKU177,14,3442.6,245.9,0
2024-03-14,SKU178,10,1509.0,150.9,0
2024-03-14,SKU179,10,1961.8,196.18,0
2024-03-14,SKU180,9,1753.02,194.78,0
2024-03-14,SKU181,17,3007.64,176.92,0
2024-03-14,SKU182,13,4177.55,321.35,0
2024-03-14,SKU183,13,3588.39,276.03,0
2024-03-14,SKU184,10,834.3,83.43,0
2024-03-14,SKU185,18,3055.0,169.72,1
2024-03-14,SKU186,8,434.0,54.25,0
2024-03-14,SKU187,9,1644.12,182.68,0
2024-03-14,SKU188,17,2781.54,163.62,0
2024-03-14,SKU189,13,1857.31,142.87,0
2024-03-14,SKU190,14,2071.16,147.94,0
2024-03-14,SKU191,19,2649.55,139.45,0
2024-03-14,SKU192,3,76.62,25.54,0
2024-03-14,SKU193,9,1298.16,144.24,0
2024-03-14,SKU194,2,467.52,233.76,0
2024-03-14,SKU195,16,1681.44,105.09,0
2024-03-14,SKU196,19,4065.18,213.96,1
2024-03-14,SKU197,21,4865.49,231.69,0
2024-03-14,SKU198,16,3693.76,230.86,0
2024-03-14,SKU199,9,806.85,89.65,0
2024-03-14,SKU200,12,1208.88,100.74,0
2024-03-15,SKU001,7,1668.66,238.38,0
2024-03-15,SKU002,13,1363.05,104.85,0
2024-03-15,SKU003,9,2995.02,332.78,0
2024-03-15,SKU004,14,3595.9,256.85,0
2024-03-15,SKU005,13,623.35,47.95,0
2024-03-15,SKU006,13,2862.6,220.2,0
2024-03-15,SKU007,9,958.95,106.55,0
2024-03-15,SKU008,15,302.1,20.14,0
2024-03-15,SKU009,17,5100.34,300.02,0
2024-03-15,SKU010,10,710.9,71.09,0
2024-03-15,SKU011,3,147.42,49.14,0
2024-03-15,SKU012,10,1912.2,191.22,0
2024-03-15,SKU013,12,456.36,38.03,0
2024-03-15,SKU014,8,1149.2,143.65,0
2024-03-15,SKU015,15,4419.0,294.6,0
2024-03-15,SKU016,7,1576.61,225.23,0
2024-03-15,SKU017,15,555.3,37.02,0
2024-03-15,SKU018,10,569.6,56.96,0
2024-03-15,SKU019,9,1439.28,159.92,0
2024-03-15,SKU020,19,1359.79,71.57,1
2024-03-15,SKU021,14,3767.82,269.13,0
2024-03-15,SKU022,22,5699.23,259.06,1
2024-03-15,SKU023,15,1242.0,82.8,0
2024-03-15,SKU024,2,616.48,308.24,0
2024-03-15,SKU025,13,3672.37,282.49,0
2024-03-15,SKU026,11,1402.72,127.52,0
2024-03-15,SKU027,6,999.54,166.59,0
2024-03-15,SKU028,11,3262.49,296.59,0
2024-03-15,SKU029,15,1688.4,112.56,0
2024-03-15,SKU030,18,5077.62,282.09,0
2024-03-15,SKU031,13,861.51,66.27,0
2024-03-15,SKU032,8,2035.04,254.38,0
2024-03-15,SKU033,8,1186.08,148.26,0
2024-03-15,SKU034,8,1842.88,230.36,0
2024-03-15,SKU035,15,802.05,53.47,0
2024-03-15,SKU036,10,2935.7,293.57,0
2024-03-15,SKU037,9,1523.25,169.25,0
2024-03-15,SKU038,14,2996.28,214.02,0
2024-03-15,SKU039,8,2656.24,332.03,0
2024-03-15,SKU040,13,3479.19,267.63,0
2024-03-15,SKU041,16,2731.2,170.7,0
2024-03-15,SKU042,6,2226.84,371.14,0
2024-03-15,SKU043,17,4301.17,253.01,0
2024-03-15,SKU044,13,3334.63,256.51,0
2024-03-15,SKU045,15,1147.95,76.53,0
2024-03-15,SKU046,15,4367.7,291.18,0
2024-03-15,SKU047,6,1493.34,248.89,0
2024-03-15,SKU048,13,963.43,74.11,0
2024-03-15,SKU049,19,1627.58,85.66,1
2024-03-15,SKU050,7,393.26,56.18,0
2024-03-15,SKU051,5,1340.35,268.07,0
2024-03-15,SKU052,14,4068.68,290.62,0
2024-03-15,SKU053,17,2185.18,128.54,0
2024-03-15,SKU054,9,1123.38,124.82,0
2024-03-15,SKU055,15,4372.35,291.49,0
2024-03-15,SKU056,4,941.72,235.43,0
2024-03-15,SKU057,14,825.16,58.94,0
2024-03-15,SKU058,10,1262.1,126.21,0
2024-03-15,SKU059,16,3722.56,232.66,0
2024-03-15,SKU060,12,3992.16,332.68,0
2024-03-15,SKU061,19,991.99,52.21,0
2024-03-15,SKU062,12,557.76,46.48,0
2024-03-15,SKU063,8,2374.4,296.8,0
2024-03-15,SKU064,11,4193.2,381.2,0
2024-03-15,SKU065,13,1730.82,133.14,0
2024-03-15,SKU066,13,926.99,71.31,1
2024-03-15,SKU067,16,2554.4,159.65,0
2024-03-15,SKU068,21,4956.15,236.01,1
2024-03-15,SKU069,14,553.7,39.55,0
2024-03-15,SKU070,11,599.94,54.54,0
2024-03-15,SKU071,13,3084.38,237.26,0
2024-03-15,SKU072,8,669.76,83.72,0
2024-03-15,SKU073,5,233.5,46.7,0
2024-03-15,SKU074,4,154.56,38.64,0
2024-03-15,SKU075,17,1093.1,64.3,0
2024-03-15,SKU076,15,1235.85,82.39,0
2024-03-15,SKU077,19,2316.86,121.94,0
2024-03-15,SKU078,10,732.51,73.25,1
2024-03-15,SKU079,18,2700.72,150.04,0
2024-03-15,SKU080,6,794.88,132.48,0
2024-03-15,SKU081,12,842.52,70.21,0
2024-03-15,SKU082,9,368.37,40.93,0
2024-03-15,SKU083,11,1326.6,120.6,0
2024-03-15,SKU084,8,2145.68,268.21,0
2024-03-15,SKU085,12,568.08,47.34,0
2024-03-15,SKU086,10,768.3,76.83,0
2024-03-15,SKU087,6,2078.4,346.4,0
2024-03-15,SKU088,11,861.96,78.36,0
2024-03-15,SKU089,10,2711.5,271.15,0
2024-03-15,SKU090,13,2409.5,185.35,1
2024-03-15,SKU091,17,1864.39,109.67,0
2024-03-15,SKU092,17,1614.15,94.95,1
2024-03-15,SKU093,11,3487.88,317.08,0
2024-03-15,SKU094,8,1404.24,175.53,0
2024-03-15,SKU095,10,194.5,19.45,0
2024-03-15,SKU096,7,328.58,46.94,0
2024-03-15,SKU097,8,671.92,83.99,0
2024-03-15,SKU098,13,1458.86,112.22,0
2024-03-15,SKU099,10,2298.0,229.8,0
2024-03-15,SKU100,9,2971.08,330.12,0
2024-03-15,SKU101,11,3706.56,336.96,0
2024-03-15,SKU102,13,3193.84,245.68,0
2024-03-15,SKU103,10,1063.2,106.32,0
2024-03-15,SKU104,8,2699.6,337.45,0
2024-03-15,SKU105,9,1271.88,141.32,0
2024-03-15,SKU106,15,1656.6,110.44,0
2024-03-15,SKU107,19,4336.37,228.23,0
2024-03-15,SKU108,8,460.4,57.55,0
2024-03-15,SKU109,12,328.2,27.35,0
2024-03-15,SKU110,9,2782.76,309.19,1
2024-03-15,SKU111,20,6405.0,320.25,0
2024-03-15,SKU112,11,2199.34,199.94,0
2024-03-15,SKU113,8,2875.92,359.49,0
2024-03-15,SKU114,12,2131.32,177.61,0
2024-03-15,SKU115,16,2667.36,166.71,0
2024-03-15,SKU116,8,1589.76,198.72,0
2024-03-15,SKU117,15,2192.25,146.15,0
2024-03-15,SKU118,10,2469.5,246.95,0
2024-03-15,SKU119,16,4904.64,306.54,0
2024-03-15,SKU120,16,1618.4,101.15,0
2024-03-15,SKU121,12,1818.0,151.5,0
2024-03-15,SKU122,14,2997.12,214.08,0
2024-03-15,SKU123,17,1684.38,99.08,1
2024-03-15,SKU124,15,3066.45,204.43,0
2024-03-15,SKU125,15,1425.3,95.02,0
2024-03-15,SKU126,16,2397.6,149.85,0
2024-03-15,SKU127,7,617.47,88.21,0
2024-03-15,SKU128,10,1713.4,171.34,0
2024-03-15,SKU129,14,1577.65,112.69,1
2024-03-15,SKU130,9,3272.31,363.59,0
2024-03-15,SKU131,9,211.23,23.47,0
2024-03-15,SKU132,7,656.95,93.85,0
2024-03-15,SKU133,9,235.26,26.14,0
2024-03-15,SKU134,12,2128.56,177.38,0
2024-03-15,SKU135,14,2921.1,208.65,0
2024-03-15,SKU136,13,2709.2,208.4,0
2024-03-15,SKU137,13,1297.79,99.83,0
2024-03-15,SKU138,13,216.32,16.64,0
2024-03-15,SKU139,22,3630.0,165.0,0
2024-03-15,SKU140,11,2825.24,256.84,0
2024-03-15,SKU141,5,1872.15,374.43,0
2024-03-15,SKU142,9,2569.14,285.46,0
2024-03-15,SKU143,20,5666.2,283.31,0
2024-03-15,SKU144,9,846.54,94.06,0
2024-03-15,SKU145,10,3337.4,333.74,0
2024-03-15,SKU146,11,3119.93,283.63,0
2024-03-15,SKU147,16,4520.64,282.54,0
2024-03-15,SKU148,11,1321.21,120.11,0
2024-03-15,SKU149,13,2698.67,207.59,0
2024-03-15,SKU150,10,2283.7,228.37,0
2024-03-15,SKU151,11,2661.67,241.97,0
2024-03-15,SKU152,16,988.96,61.81,0
2024-03-15,SKU153,9,2485.35,276.15,0
2024-03-15,SKU154,24,1485.6,61.9,0
2024-03-15,SKU155,12,2716.2,226.35,0
2024-03-15,SKU156,13,2604.55,200.35,0
2024-03-15,SKU157,12,4139.76,344.98,0
2024-03-15,SKU158,18,2965.14,164.73,0
2024-03-15,SKU159,9,614.34,68.26,0
2024-03-15,SKU160,8,819.68,102.46,0
2024-03-15,SKU161,15,557.7,37.18,0
2024-03-15,SKU162,13,2282.28,175.56,0
2024-03-15,SKU163,11,3310.12,300.92,0
2024-03-15,SKU164,16,3402.4,212.65,0
2024-03-15,SKU165,11,2660.02,241.82,0
2024-03-15,SKU166,10,3806.1,380.61,0
2024-03-15,SKU167,19,2373.31,124.91,1
2024-03-15,SKU168,12,2812.92,234.41,0
2024-03-15,SKU169,13,1672.19,128.63,0
2024-03-15,SKU170,14,1314.31,93.88,1
2024-03-15,SKU171,7,1405.25,200.75,0
2024-03-15,SKU172,10,1082.0,108.2,0
2024-03-15,SKU173,10,2754.6,275.46,0
2024-03-15,SKU174,14,2444.4,174.6,0
2024-03-15,SKU175,11,1714.46,155.86,0
2024-03-15,SKU176,14,2950.36,210.74,0
2024-03-15,SKU177,10,2459.0,245.9,0
2024-03-15,SKU178,10,1509.0,150.9,0
2024-03-15,SKU179,7,1373.26,196.18,0
2024-03-15,SKU180,12,2337.36,194.78,0
2024-03-15,SKU181,8,1415.36,176.92,0
2024-03-15,SKU182,21,6073.52,289.22,1
2024-03-15,SKU183,9,2484.27,276.03,0
2024-03-15,SKU184,7,584.01,83.43,0
2024-03-15,SKU185,19,3583.02,188.58,0
2024-03-15,SKU186,17,922.25,54.25,0
2024-03-15,SKU187,18,3288.24,182.68,0
2024-03-15,SKU188,13,2127.06,163.62,0
2024-03-15,SKU189,14,2000.18,142.87,0
2024-03-15,SKU190,6,887.64,147.94,0
2024-03-15,SKU191,8,1115.6,139.45,0
2024-03-15,SKU192,11,280.94,25.54,0
2024-03-15,SKU193,16,2077.06,129.82,1
2024-03-15,SKU194,6,1402.56,233.76,0
2024-03-15,SKU195,6,630.54,105.09,0
2024-03-15,SKU196,6,1426.38,237.73,0
2024-03-15,SKU197,8,1853.52,231.69,0
2024-03-15,SKU198,5,1154.3,230.86,0
2024-03-15,SKU199,15,1344.75,89.65,0
2024-03-15,SKU200,13,1309.62,100.74,0
2024-03-16,SKU001,15,3575.7,238.38,0
2024-03-16,SKU002,10,1048.5,104.85,0
2024-03-16,SKU003,9,2995.02,332.78,0
2024-03-16,SKU004,20,4623.3,231.17,1
2024-03-16,SKU005,8,383.6,47.95,0
2024-03-16,SKU006,6,1321.2,220.2,0
2024-03-16,SKU007,8,852.4,106.55,0
2024-03-16,SKU008,12,241.68,20.14,0
2024-03-16,SKU009,21,6300.42,300.02,0
2024-03-16,SKU010,9,639.81,71.09,0
2024-03-16,SKU011,8,393.12,49.14,0
2024-03-16,SKU012,8,1529.76,191.22,0
2024-03-16,SKU013,14,532.42,38.03,0
2024-03-16,SKU014,7,1005.55,143.65,0
2024-03-16,SKU015,10,2946.0,294.6,0
2024-03-16,SKU016,9,2027.07,225.23,0
2024-03-16,SKU017,12,444.24,37.02,0
2024-03-16,SKU018,5,284.8,56.96,0
2024-03-16,SKU019,11,1759.12,159.92,0
2024-03-16,SKU020,8,636.16,79.52,0
2024-03-16,SKU021,3,807.39,269.13,0
2024-03-16,SKU022,10,2878.4,287.84,0
2024-03-16,SKU023,11,819.72,74.52,1
2024-03-16,SKU024,18,4993.49,277.42,1
2024-03-16,SKU025,12,3389.88,282.49,0
2024-03-16,SKU026,13,1657.76,127.52,0
2024-03-16,SKU027,13,2165.67,166.59,0
2024-03-16,SKU028,12,3559.08,296.59,0
2024-03-16,SKU029,12,1350.72,112.56,0
2024-03-16,SKU030,21,5331.5,253.88,1
2024-03-16,SKU031,2,132.54,66.27,0
2024-03-16,SKU032,12,3052.56,254.38,0
2024-03-16,SKU033,5,741.3,148.26,0
2024-03-16,SKU034,8,1842.88,230.36,0
2024-03-16,SKU035,18,962.46,53.47,0
2024-03-16,SKU036,11,3229.27,293.57,0
2024-03-16,SKU037,7,1184.75,169.25,0
2024-03-16,SKU038,17,3274.51,192.62,1
2024-03-16,SKU039,10,3320.3,332.03,0
2024-03-16,SKU040,7,1873.41,267.63,0
2024-03-16,SKU041,10,1707.0,170.7,0
2024-03-16,SKU042,11,4082.54,371.14,0
2024-03-16,SKU043,0,0.0,253.01,0
2024-03-16,SKU044,11,2821.61,256.51,0
2024-03-16,SKU045,9,688.77,76.53,0
2024-03-16,SKU046,11,3202.98,291.18,0
2024-03-16,SKU047,9,2240.01,248.89,0
2024-03-16,SKU048,14,1037.54,74.11,0
2024-03-16,SKU049,8,761.44,95.18,0
