date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2024-03-08,SKU093,24,24,20,62
2024-03-08,SKU094,252,20,6,78
2024-03-08,SKU095,85,15,14,60
2024-03-08,SKU096,58,73,4,60
2024-03-08,SKU097,160,45,15,30
2024-03-08,SKU098,176,92,11,46
2024-03-08,SKU099,113,19,4,26
2024-03-08,SKU100,220,43,16,46
2024-03-08,SKU101,131,80,10,58
2024-03-08,SKU102,128,86,14,22
2024-03-08,SKU103,287,19,12,32
2024-03-08,SKU104,87,49,7,40
2024-03-08,SKU105,143,86,20,25
2024-03-08,SKU106,161,1,10,23
2024-03-08,SKU107,273,40,13,80
2024-03-08,SKU108,289,36,5,63
2024-03-08,SKU109,160,20,4,29
2024-03-08,SKU110,164,67,12,32
2024-03-08,SKU111,197,6,18,37
2024-03-08,SKU112,208,1,9,67
2024-03-08,SKU113,146,23,19,23
2024-03-08,SKU114,258,3,7,36
2024-03-08,SKU115,158,0,12,79
2024-03-08,SKU116,123,11,3,78
2024-03-08,SKU117,26,59,18,26
2024-03-08,SKU118,109,30,13,64
2024-03-08,SKU119,143,16,18,50
2024-03-08,SKU120,132,62,16,42
2024-03-08,SKU121,195,32,17,45
2024-03-08,SKU122,53,56,7,48
2024-03-08,SKU123,202,60,10,41
2024-03-08,SKU124,184,39,20,79
2024-03-08,SKU125,74,36,17,80
2024-03-08,SKU126,69,23,15,46
2024-03-08,SKU127,239,13,13,77
2024-03-08,SKU128,146,74,9,71
2024-03-08,SKU129,85,77,11,31
2024-03-08,SKU130,256,90,4,73
2024-03-08,SKU131,91,8,14,23
2024-03-08,SKU132,70,26,11,73
2024-03-08,SKU133,133,81,10,56
2024-03-08,SKU134,45,55,8,50
2024-03-08,SKU135,296,78,13,52
2024-03-08,SKU136,112,36,17,50
2024-03-08,SKU137,116,27,21,24
2024-03-08,SKU138,87,77,4,34
2024-03-08,SKU139,250,14,6,29
2024-03-08,SKU140,246,44,10,56
2024-03-08,SKU141,205,40,17,62
2024-03-08,SKU142,64,36,8,25
2024-03-08,SKU143,65,53,8,31
2024-03-08,SKU144,37,90,15,74
2024-03-08,SKU145,186,76,5,22
2024-03-08,SKU146,21,91,11,73
2024-03-08,SKU147,148,24,15,36
2024-03-08,SKU148,130,50,11,38
2024-03-08,SKU149,148,26,8,67
2024-03-08,SKU150,234,75,5,36
2024-03-08,SKU151,95,20,3,60
2024-03-08,SKU152,48,59,7,30
2024-03-08,SKU153,246,50,19,35
2024-03-08,SKU154,183,20,17,52
2024-03-08,SKU155,44,80,19,77
2024-03-08,SKU156,248,69,13,62
2024-03-08,SKU157,266,13,4,58
2024-03-08,SKU158,131,24,20,68
2024-03-08,SKU159,210,27,4,20
2024-03-08,SKU160,42,75,4,77
2024-03-08,SKU161,50,85,16,33
2024-03-08,SKU162,91,43,19,66
2024-03-08,SKU163,237,82,18,79
2024-03-08,SKU164,248,42,12,45
2024-03-08,SKU165,209,70,16,27
2024-03-08,SKU166,265,21,20,62
2024-03-08,SKU167,178,59,3,35
2024-03-08,SKU168,168,35,16,60
2024-03-08,SKU169,130,28,8,65
2024-03-08,SKU170,166,48,14,61
2024-03-08,SKU171,231,67,12,80
2024-03-08,SKU172,53,42,12,67
2024-03-08,SKU173,230,94,9,41
2024-03-08,SKU174,81,59,13,51
2024-03-08,SKU175,124,40,5,72
2024-03-08,SKU176,283,46,6,70
2024-03-08,SKU177,275,50,21,63
2024-03-08,SKU178,217,45,21,43
2024-03-08,SKU179,229,41,16,20
2024-03-08,SKU180,41,100,10,65
2024-03-08,SKU181,132,57,13,29
2024-03-08,SKU182,113,72,15,67
2024-03-08,SKU183,159,66,11,60
2024-03-08,SKU184,91,11,3,56
2024-03-08,SKU185,101,23,7,40
2024-03-08,SKU186,67,93,11,41
2024-03-08,SKU187,200,61,21,60
2024-03-08,SKU188,208,92,9,49
2024-03-08,SKU189,86,29,18,45
2024-03-08,SKU190,231,5,11,24
2024-03-08,SKU191,165,18,16,39
2024-03-08,SKU192,129,7,8,59
2024-03-08,SKU193,261,5,20,24
2024-03-08,SKU194,132,62,7,31
2024-03-08,SKU195,93,15,3,59
2024-03-08,SKU196,122,46,7,39
2024-03-08,SKU197,117,77,7,30
2024-03-08,SKU198,209,4,5,65
2024-03-08,SKU199,176,72,15,77
2024-03-08,SKU200,88,71,11,21
2024-03-15,SKU001,145,87,21,31
2024-03-15,SKU002,289,43,10,28
2024-03-15,SKU003,47,19,13,39
2024-03-15,SKU004,228,10,16,65
2024-03-15,SKU005,262,75,12,46
2024-03-15,SKU006,247,82,17,53
2024-03-15,SKU007,54,66,21,53
2024-03-15,SKU008,242,27,16,67
2024-03-15,SKU009,60,28,21,40
2024-03-15,SKU010,168,99,13,70
2024-03-15,SKU011,89,90,5,27
2024-03-15,SKU012,191,95,17,31
2024-03-15,SKU013,137,80,13,60
2024-03-15,SKU014,46,11,11,49
2024-03-15,SKU015,129,63,18,56
2024-03-15,SKU016,236,17,15,63
2024-03-15,SKU017,120,64,21,44
2024-03-15,SKU018,200,37,21,80
2024-03-15,SKU019,272,86,17,56
2024-03-15,SKU020,63,90,18,55
2024-03-15,SKU021,98,17,3,22
2024-03-15,SKU022,83,2,3,26
2024-03-15,SKU023,150,22,19,72
2024-03-15,SKU024,228,85,16,58
2024-03-15,SKU025,49,50,8,40
2024-03-15,SKU026,63,41,18,40
2024-03-15,SKU027,194,13,11,75
2024-03-15,SKU028,41,72,15,48
2024-03-15,SKU029,70,80,3,62
2024-03-15,SKU030,281,1,3,65
2024-03-15,SKU031,155,80,14,52
2024-03-15,SKU032,267,23,11,30
2024-03-15,SKU033,109,61,12,76
2024-03-15,SKU034,221,54,14,65
2024-03-15,SKU035,85,79,12,72
2024-03-15,SKU036,284,25,4,80
2024-03-15,SKU037,196,14,17,27
2024-03-15,SKU038,257,19,13,24
2024-03-15,SKU039,112,83,9,75
2024-03-15,SKU040,151,26,10,40
2024-03-15,SKU041,138,55,17,43
2024-03-15,SKU042,249,87,18,51
2024-03-15,SKU043,247,27,11,77
2024-03-15,SKU044,86,49,13,54
2024-03-15,SKU045,266,41,4,33
2024-03-15,SKU046,55,1,12,65
2024-03-15,SKU047,244,76,5,36
2024-03-15,SKU048,20,60,18,24
2024-03-15,SKU049,113,65,3,70
2024-03-15,SKU050,231,10,21,58
2024-03-15,SKU051,38,61,11,45
2024-03-15,SKU052,221,90,16,58
2024-03-15,SKU053,274,85,11,50
2024-03-15,SKU054,97,95,5,49
2024-03-15,SKU055,81,96,8,38
2024-03-15,SKU056,137,47,15,47
2024-03-15,SKU057,276,84,10,70
2024-03-15,SKU058,45,27,7,42
2024-03-15,SKU059,120,49,21,43
2024-03-15,SKU060,93,46,13,54
2024-03-15,SKU061,248,93,15,51
2024-03-15,SKU062,125,40,3,50
2024-03-15,SKU063,67,95,4,62
2024-03-15,SKU064,275,22,19,64
2024-03-15,SKU065,134,83,12,71
2024-03-15,SKU066,256,49,11,80
2024-03-15,SKU067,232,95,5,31
2024-03-15,SKU068,213,11,11,59
2024-03-15,SKU069,124,84,15,62
2024-03-15,SKU070,141,13,21,45
2024-03-15,SKU071,110,56,13,45
2024-03-15,SKU072,172,32,10,57
2024-03-15,SKU073,39,74,13,24
2024-03-15,SKU074,192,50,15,33
2024-03-15,SKU075,28,7,15,32
2024-03-15,SKU076,219,18,6,70
2024-03-15,SKU077,47,45,5,44
2024-03-15,SKU078,152,7,17,52
2024-03-15,SKU079,256,94,4,75
2024-03-15,SKU080,173,64,6,25
2024-03-15,SKU081,124,94,14,68
2024-03-15,SKU082,120,88,18,67
2024-03-15,SKU083,146,77,16,43
2024-03-15,SKU084,101,61,8,68
2024-03-15,SKU085,182,74,20,45
2024-03-15,SKU086,245,58,18,64
2024-03-15,SKU087,51,42,14,39
2024-03-15,SKU088,284,75,21,65
2024-03-15,SKU089,38,60,5,31
2024-03-15,SKU090,216,77,6,40
2024-03-15,SKU091,169,90,20,31
2024-03-15,SKU092,264,1,4,62
2024-03-15,SKU093,85,73,10,33
2024-03-15,SKU094,73,27,7,45
2024-03-15,SKU095,280,73,9,50
2024-03-15,SKU096,154,53,3,30
2024-03-15,SKU097,52,31,16,68
2024-03-15,SKU098,299,68,12,24
2024-03-15,SKU099,204,63,18,25
2024-03-15,SKU100,89,94,5,53
2024-03-15,SKU101,156,22,14,24
2024-03-15,SKU102,200,52,5,50
2024-03-15,SKU103,243,85,14,41
2024-03-15,SKU104,100,19,10,64
2024-03-15,SKU105,208,46,7,64
2024-03-15,SKU106,299,41,20,51
2024-03-15,SKU107,33,55,9,20
2024-03-15,SKU108,97,98,7,55
2024-03-15,SKU109,110,77,10,71
2024-03-15,SKU110,140,45,7,54
2024-03-15,SKU111,244,67,18,26
2024-03-15,SKU112,211,92,9,42
2024-03-15,SKU113,229,38,18,80
2024-03-15,SKU114,100,52,19,62
2024-03-15,SKU115,178,94,18,37
2024-03-15,SKU116,231,35,14,40
2024-03-15,SKU117,37,58,7,77
2024-03-15,SKU118,286,31,6,68
2024-03-15,SKU119,25,15,20,80
2024-03-15,SKU120,200,92,4,53
2024-03-15,SKU121,299,6,20,50
2024-03-15,SKU122,181,51,12,72
2024-03-15,SKU123,199,96,3,67
2024-03-15,SKU124,193,69,6,61
2024-03-15,SKU125,26,40,19,20
2024-03-15,SKU126,75,0,20,77
2024-03-15,SKU127,235,62,18,71
2024-03-15,SKU128,153,32,18,47
2024-03-15,SKU129,60,75,9,48
2024-03-15,SKU130,292,98,20,47
2024-03-15,SKU131,212,24,15,70
2024-03-15,SKU132,171,49,13,35
2024-03-15,SKU133,132,29,12,72
2024-03-15,SKU134,247,56,11,67
2024-03-15,SKU135,229,29,9,80
2024-03-15,SKU136,265,73,7,29
2024-03-15,SKU137,240,21,19,27
2024-03-15,SKU138,58,44,3,31
2024-03-15,SKU139,131,62,12,33
2024-03-15,SKU140,275,31,12,40
2024-03-15,SKU141,45,41,8,27
2024-03-15,SKU142,168,1,13,78
2024-03-15,SKU143,21,32,18,28
2024-03-15,SKU144,233,3,18,75
2024-03-15,SKU145,238,20,5,37
2024-03-15,SKU146,201,75,18,48
2024-03-15,SKU147,140,52,15,21
2024-03-15,SKU148,292,96,13,57
2024-03-15,SKU149,78,77,20,25
2024-03-15,SKU150,244,96,12,51
2024-03-15,SKU151,138,49,16,43
2024-03-15,SKU152,124,78,17,61
2024-03-15,SKU153,290,67,14,53
2024-03-15,SKU154,250,38,19,67
2024-03-15,SKU155,197,83,14,48
2024-03-15,SKU156,79,31,6,71
2024-03-15,SKU157,294,32,11,36
2024-03-15,SKU158,219,8,16,35
2024-03-15,SKU159,183,23,13,50
2024-03-15,SKU160,148,61,18,50
2024-03-15,SKU161,162,30,17,60
2024-03-15,SKU162,100,10,7,34
2024-03-15,SKU163,279,35,19,49
2024-03-15,SKU164,247,47,15,77
2024-03-15,SKU165,57,100,5,79
2024-03-15,SKU166,300,96,21,73
2024-03-15,SKU167,285,60,13,43
2024-03-15,SKU168,272,75,20,74
2024-03-15,SKU169,133,16,8,72
2024-03-15,SKU170,40,81,3,78
2024-03-15,SKU171,50,41,21,20
2024-03-15,SKU172,183,36,14,67
2024-03-15,SKU173,78,56,10,44
2024-03-15,SKU174,184,70,14,38
2024-03-15,SKU175,36,41,21,24
2024-03-15,SKU176,134,35,12,79
2024-03-15,SKU177,114,37,16,28
2024-03-15,SKU178,260,13,7,32
2024-03-15,SKU179,139,31,4,69
2024-03-15,SKU180,228,43,10,32
2024-03-15,SKU181,210,24,14,59
2024-03-15,SKU182,261,40,21,62
2024-03-15,SKU183,297,2,21,45
2024-03-15,SKU184,100,64,8,66
2024-03-15,SKU185,81,76,15,78
2024-03-15,SKU186,20,67,18,55
2024-03-15,SKU187,270,97,13,60
2024-03-15,SKU188,260,64,20,29
2024-03-15,SKU189,263,24,17,74
2024-03-15,SKU190,237,31,4,57
2024-03-15,SKU191,260,58,10,57
2024-03-15,SKU192,283,92,10,75
2024-03-15,SKU193,243,49,16,21
2024-03-15,SKU194,275,84,21,51
2024-03-15,SKU195,277,41,13,20
2024-03-15,SKU196,48,87,12,37
2024-03-15,SKU197,206,84,4,48
2024-03-15,SKU198,91,76,15,30
2024-03-15,SKU199,33,87,5,21
2024-03-15,SKU200,246,78,10,65
2024-03-22,SKU001,169,30,13,79
2024-03-22,SKU002,250,69,11,74
2024-03-22,SKU003,186,79,3,67
2024-03-22,SKU004,261,26,6,29
2024-03-22,SKU005,287,20,5,60
2024-03-22,SKU006,71,9,8,45
2024-03-22,SKU007,177,81,7,26
2024-03-22,SKU008,281,10,13,36
2024-03-22,SKU009,154,98,18,55
2024-03-22,SKU010,278,74,9,69
2024-03-22,SKU011,257,81,17,23
2024-03-22,SKU012,269,7,14,74
2024-03-22,SKU013,34,56,3,59
2024-03-22,SKU014,209,82,3,60
2024-03-22,SKU015,225,16,15,62
2024-03-22,SKU016,131,23,17,45
2024-03-22,SKU017,111,32,9,28
2024-03-22,SKU018,238,42,17,29
2024-03-22,SKU019,21,98,18,58
2024-03-22,SKU020,288,6,11,67
2024-03-22,SKU021,271,5,18,52
2024-03-22,SKU022,143,56,19,51
2024-03-22,SKU023,273,84,13,30
2024-03-22,SKU024,117,79,21,59
2024-03-22,SKU025,242,24,15,56
2024-03-22,SKU026,75,66,12,43
2024-03-22,SKU027,161,34,6,75
2024-03-22,SKU028,299,86,10,52
2024-03-22,SKU029,205,57,21,29
2024-03-22,SKU030,289,21,15,71
2024-03-22,SKU031,95,95,3,26
2024-03-22,SKU032,234,45,6,40
2024-03-22,SKU033,180,21,18,79
2024-03-22,SKU034,165,57,20,73
2024-03-22,SKU035,272,12,14,61
2024-03-22,SKU036,189,94,10,32
2024-03-22,SKU037,124,9,17,56
2024-03-22,SKU038,136,9,9,61
2024-03-22,SKU039,172,63,13,77
2024-03-22,SKU040,216,8,16,67
2024-03-22,SKU041,68,59,15,43
2024-03-22,SKU042,45,18,6,71
2024-03-22,SKU043,30,2,4,30
2024-03-22,SKU044,275,67,16,39
2024-03-22,SKU045,202,66,17,23
2024-03-22,SKU046,22,44,6,60
2024-03-22,SKU047,84,41,10,52
2024-03-22,SKU048,47,83,16,32
2024-03-22,SKU049,68,78,3,41
2024-03-22,SKU050,130,63,15,58
2024-03-22,SKU051,126,21,20,49
2024-03-22,SKU052,105,90,18,38
2024-03-22,SKU053,217,99,8,31
2024-03-22,SKU054,222,65,18,40
2024-03-22,SKU055,119,11,5,67
2024-03-22,SKU056,198,20,11,68
2024-03-22,SKU057,125,68,18,28
2024-03-22,SKU058,33,56,13,48
2024-03-22,SKU059,118,93,6,39
2024-03-22,SKU060,173,32,11,71
2024-03-22,SKU061,78,75,21,44
2024-03-22,SKU062,158,40,21,68
2024-03-22,SKU063,216,22,11,62
2024-03-22,SKU064,123,70,11,20
2024-03-22,SKU065,92,98,18,48
2024-03-22,SKU066,58,45,17,74
2024-03-22,SKU067,137,85,16,53
2024-03-22,SKU068,189,0,17,23
2024-03-22,SKU069,184,86,6,77
2024-03-22,SKU070,297,19,14,25
2024-03-22,SKU071,80,3,9,25
2024-03-22,SKU072,292,55,17,28
2024-03-22,SKU073,29,61,14,57
2024-03-22,SKU074,73,35,11,73
2024-03-22,SKU075,211,53,16,80
2024-03-22,SKU076,59,79,16,71
2024-03-22,SKU077,226,93,17,63
2024-03-22,SKU078,212,1,5,66
2024-03-22,SKU079,190,6,11,35
2024-03-22,SKU080,159,0,5,20
2024-03-22,SKU081,114,50,14,41
2024-03-22,SKU082,252,48,12,49
2024-03-22,SKU083,209,53,15,43
2024-03-22,SKU084,254,24,7,57
2024-03-22,SKU085,264,61,12,25
2024-03-22,SKU086,50,43,3,47
2024-03-22,SKU087,286,41,3,70
2024-03-22,SKU088,97,30,10,23
2024-03-22,SKU089,172,54,8,27
2024-03-22,SKU090,179,89,18,60
2024-03-22,SKU091,31,53,6,73
2024-03-22,SKU092,212,42,10,74
2024-03-22,SKU093,256,28,3,40
2024-03-22,SKU094,124,99,12,30
2024-03-22,SKU095,298,76,3,80
2024-03-22,SKU096,271,90,19,24
2024-03-22,SKU097,233,19,21,32
2024-03-22,SKU098,51,73,15,27
2024-03-22,SKU099,200,7,18,27
2024-03-22,SKU100,45,55,15,27
2024-03-22,SKU101,223,77,4,34
2024-03-22,SKU102,241,58,4,41
2024-03-22,SKU103,50,34,6,27
2024-03-22,SKU104,255,84,21,60
2024-03-22,SKU105,260,56,16,63
2024-03-22,SKU106,123,13,21,38
2024-03-22,SKU107,231,56,4,56
2024-03-22,SKU108,218,86,4,55
2024-03-22,SKU109,256,34,16,72
2024-03-22,SKU110,55,19,7,58
2024-03-22,SKU111,281,28,3,52
2024-03-22,SKU112,270,69,19,39
2024-03-22,SKU113,260,57,21,54
2024-03-22,SKU114,280,64,7,36
2024-03-22,SKU115,130,58,14,59
2024-03-22,SKU116,226,67,15,54
2024-03-22,SKU117,240,22,17,36
2024-03-22,SKU118,277,23,10,20
2024-03-22,SKU119,38,72,17,24
2024-03-22,SKU120,186,32,18,72
2024-03-22,SKU121,190,75,14,21
2024-03-22,SKU122,79,24,9,44
2024-03-22,SKU123,251,19,5,24
2024-03-22,SKU124,187,48,17,68
2024-03-22,SKU125,287,8,11,21
2024-03-22,SKU126,294,20,20,31
2024-03-22,SKU127,170,96,15,39
2024-03-22,SKU128,80,82,10,48
2024-03-22,SKU129,60,53,13,23
2024-03-22,SKU130,162,85,8,62
2024-03-22,SKU131,130,84,6,43
2024-03-22,SKU132,229,81,10,50
2024-03-22,SKU133,295,10,10,27
2024-03-22,SKU134,52,46,6,52
2024-03-22,SKU135,58,90,10,44
2024-03-22,SKU136,31,3,11,77
2024-03-22,SKU137,245,76,4,39
2024-03-22,SKU138,241,93,12,38
2024-03-22,SKU139,154,7,14,63
2024-03-22,SKU140,299,8,13,26
2024-03-22,SKU141,134,78,11,78
2024-03-22,SKU142,99,63,20,56
2024-03-22,SKU143,67,90,5,59
2024-03-22,SKU144,102,55,20,58
2024-03-22,SKU145,47,2,19,74
2024-03-22,SKU146,238,86,4,60
2024-03-22,SKU147,236,66,5,77
2024-03-22,SKU148,169,39,5,47
2024-03-22,SKU149,238,92,15,26
2024-03-22,SKU150,72,61,17,63
2024-03-22,SKU151,97,77,11,30
2024-03-22,SKU152,21,52,18,23
2024-03-22,SKU153,35,43,19,67
2024-03-22,SKU154,196,70,7,37
2024-03-22,SKU155,25,32,18,51
2024-03-22,SKU156,185,89,18,31
2024-03-22,SKU157,165,0,4,34
2024-03-22,SKU158,50,25,5,43
2024-03-22,SKU159,53,95,19,75
2024-03-22,SKU160,231,11,17,42
2024-03-22,SKU161,242,22,7,63
2024-03-22,SKU162,178,78,12,60
2024-03-22,SKU163,259,53,11,61
2024-03-22,SKU164,71,78,11,57
2024-03-22,SKU165,197,64,9,31
2024-03-22,SKU166,205,9,21,22
2024-03-22,SKU167,62,1,7,75
2024-03-22,SKU168,226,29,9,36
2024-03-22,SKU169,88,18,17,78
2024-03-22,SKU170,268,89,18,23
2024-03-22,SKU171,292,41,21,39
2024-03-22,SKU172,104,54,19,31
2024-03-22,SKU173,140,78,14,67
2024-03-22,SKU174,209,33,9,64
2024-03-22,SKU175,162,32,20,70
2024-03-22,SKU176,113,11,10,53
2024-03-22,SKU177,22,15,6,40
2024-03-22,SKU178,193,61,15,58
2024-03-22,SKU179,161,99,6,63
2024-03-22,SKU180,209,13,9,59
2024-03-22,SKU181,299,97,14,43
2024-03-22,SKU182,147,20,9,50
2024-03-22,SKU183,205,1,19,68
2024-03-22,SKU184,130,78,18,35
2024-03-22,SKU185,80,59,13,77
2024-03-22,SKU186,105,40,7,63
2024-03-22,SKU187,132,18,11,35
2024-03-22,SKU188,148,89,7,26
2024-03-22,SKU189,124,72,14,71
2024-03-22,SKU190,267,73,16,40
2024-03-22,SKU191,243,21,20,20
2024-03-22,SKU192,271,25,10,43
2024-03-22,SKU193,29,1,16,65
2024-03-22,SKU194,152,88,13,69
2024-03-22,SKU195,186,92,19,22
2024-03-22,SKU196,176,100,19,30
2024-03-22,SKU197,169,5,18,74
2024-03-22,SKU198,297,20,19,44
2024-03-22,SKU199,115,46,14,53
2024-03-22,SKU200,245,95,8,56
2024-04-01,SKU001,124,100,15,21
2024-04-01,SKU002,33,9,16,72
2024-04-01,SKU003,286,1,6,68
2024-04-01,SKU004,62,43,9,67
2024-04-01,SKU005,233,2,15,38
2024-04-01,SKU006,127,77,12,43
2024-04-01,SKU007,120,83,11,77
2024-04-01,SKU008,272,26,7,23
2024-04-01,SKU009,21,74,16,22
2024-04-01,SKU010,79,47,9,41
2024-04-01,SKU011,123,80,3,42
2024-04-01,SKU012,132,22,14,47
2024-04-01,SKU013,108,39,20,54
2024-04-01,SKU014,296,2,12,58
2024-04-01,SKU015,273,5,11,46
2024-04-01,SKU016,161,70,13,40
2024-04-01,SKU017,202,12,15,56
2024-04-01,SKU018,127,20,12,22
2024-04-01,SKU019,190,97,17,68
2024-04-01,SKU020,168,12,5,78
2024-04-01,SKU021,124,47,9,56
2024-04-01,SKU022,70,80,3,35
2024-04-01,SKU023,282,82,21,24
2024-04-01,SKU024,222,98,15,51
2024-04-01,SKU025,245,87,3,59
2024-04-01,SKU026,204,19,5,52
2024-04-01,SKU027,190,86,19,74
2024-04-01,SKU028,213,67,4,36
2024-04-01,SKU029,116,77,11,29
2024-04-01,SKU030,27,4,19,63
2024-04-01,SKU031,291,75,7,40
2024-04-01,SKU032,296,81,13,50
2024-04-01,SKU033,283,25,20,22
2024-04-01,SKU034,118,61,3,33
2024-04-01,SKU035,251,60,9,68
2024-04-01,SKU036,62,19,4,43
2024-04-01,SKU037,229,72,12,53
2024-04-01,SKU038,201,26,4,49
2024-04-01,SKU039,149,66,17,80
2024-04-01,SKU040,59,24,11,21
2024-04-01,SKU041,198,88,6,79
2024-04-01,SKU042,160,1,13,23
2024-04-01,SKU043,56,70,6,35
2024-04-01,SKU044,217,9,18,76
2024-04-01,SKU045,37,0,4,37
2024-04-01,SKU046,283,45,12,66
2024-04-01,SKU047,75,92,7,63
2024-04-01,SKU048,118,85,11,52
2024-04-01,SKU049,73,1,21,38
2024-04-01,SKU050,186,21,13,40
2024-04-01,SKU051,147,89,21,44
2024-04-01,SKU052,94,41,14,47
2024-04-01,SKU053,60,34,11,26
2024-04-01,SKU054,99,84,21,54
2024-04-01,SKU055,248,7,5,78
2024-04-01,SKU056,49,78,9,62
2024-04-01,SKU057,86,15,13,29
2024-04-01,SKU058,150,13,18,71
2024-04-01,SKU059,240,14,6,26
2024-04-01,SKU060,177,65,10,30
2024-04-01,SKU061,148,96,4,58
2024-04-01,SKU062,227,95,13,79
2024-04-01,SKU063,89,86,16,72
2024-04-01,SKU064,59,16,6,44
2024-04-01,SKU065,231,91,21,39
2024-04-01,SKU066,284,11,4,20
2024-04-01,SKU067,59,8,8,65
2024-04-01,SKU068,126,28,3,27
2024-04-01,SKU069,234,58,21,72
2024-04-01,SKU070,215,43,14,60
2024-04-01,SKU071,219,83,17,77
2024-04-01,SKU072,145,23,10,55
2024-04-01,SKU073,118,49,19,39
2024-04-01,SKU074,70,37,10,39
2024-04-01,SKU075,164,50,8,31
2024-04-01,SKU076,278,2,18,36
2024-04-01,SKU077,48,40,9,52
2024-04-01,SKU078,26,43,14,20
2024-04-01,SKU079,158,20,19,61
2024-04-01,SKU080,55,55,20,34
2024-04-01,SKU081,223,19,13,80
2024-04-01,SKU082,248,62,8,25
2024-04-01,SKU083,33,89,19,51
2024-04-01,SKU084,114,59,12,79
2024-04-01,SKU085,82,6,14,57
2024-04-01,SKU086,60,44,17,77
2024-04-01,SKU087,280,95,5,43
2024-04-01,SKU088,193,43,5,55
2024-04-01,SKU089,179,75,14,65
2024-04-01,SKU090,208,21,16,36
2024-04-01,SKU091,146,80,13,28
2024-04-01,SKU092,90,12,18,32
2024-04-01,SKU093,85,70,12,29
2024-04-01,SKU094,155,99,19,50
2024-04-01,SKU095,107,72,20,23
2024-04-01,SKU096,102,2,7,59
2024-04-01,SKU097,58,82,17,31
2024-04-01,SKU098,216,40,6,61
2024-04-01,SKU099,144,92,11,29
2024-04-01,SKU100,36,39,13,73
2024-04-01,SKU101,271,66,6,35
2024-04-01,SKU102,74,37,14,68
2024-04-01,SKU103,214,17,14,34
2024-04-01,SKU104,51,27,4,76
2024-04-01,SKU105,90,35,5,34
2024-04-01,SKU106,28,1,6,27
2024-04-01,SKU107,127,8,12,47
2024-04-01,SKU108,174,39,8,25
2024-04-01,SKU109,164,31,17,61
2024-04-01,SKU110,264,64,3,74
2024-04-01,SKU111,210,42,7,67
2024-04-01,SKU112,88,61,18,21
2024-04-01,SKU113,84,54,4,67
2024-04-01,SKU114,176,72,17,45
2024-04-01,SKU115,262,78,21,67
2024-04-01,SKU116,285,57,8,42
2024-04-01,SKU117,226,85,21,47
2024-04-01,SKU118,176,9,5,33
2024-04-01,SKU119,198,1,17,64
2024-04-01,SKU120,242,100,12,59
2024-04-01,SKU121,214,57,8,64
2024-04-01,SKU122,248,90,15,32
2024-04-01,SKU123,131,72,16,52
2024-04-01,SKU124,33,5,17,27
2024-04-01,SKU125,74,78,12,51
2024-04-01,SKU126,180,6,14,60
2024-04-01,SKU127,114,16,4,26
2024-04-01,SKU128,53,18,18,72
2024-04-01,SKU129,24,93,12,29
2024-04-01,SKU130,85,89,14,79
2024-04-01,SKU131,134,30,7,33
2024-04-01,SKU132,63,38,10,33
2024-04-01,SKU133,77,52,5,47
2024-04-01,SKU134,227,94,18,39
2024-04-01,SKU135,177,52,21,51
2024-04-01,SKU136,40,62,6,27
2024-04-01,SKU137,289,91,21,41
2024-04-01,SKU138,54,14,6,43
2024-04-01,SKU139,272,69,17,28
2024-04-01,SKU140,142,74,4,78
2024-04-01,SKU141,120,63,6,40
2024-04-01,SKU142,208,66,15,20
2024-04-01,SKU143,113,51,12,28
2024-04-01,SKU144,127,51,8,66
2024-04-01,SKU145,174,43,19,54
2024-04-01,SKU146,166,91,15,67
2024-04-01,SKU147,125,57,5,71
2024-04-01,SKU148,163,59,20,51
2024-04-01,SKU149,197,3,19,62
2024-04-01,SKU150,31,45,17,60
2024-04-01,SKU151,53,8,18,53
2024-04-01,SKU152,152,80,12,37
2024-04-01,SKU153,45,7,7,66
2024-04-01,SKU154,269,33,19,58
2024-04-01,SKU155,150,21,11,39
2024-04-01,SKU156,138,56,9,45
2024-04-01,SKU157,219,54,4,38
2024-04-01,SKU158,178,68,15,70
2024-04-01,SKU159,254,14,6,54
2024-04-01,SKU160,288,9,16,24
2024-04-01,SKU161,289,21,18,65
2024-04-01,SKU162,245,82,10,38
2024-04-01,SKU163,248,59,12,57
2024-04-01,SKU164,233,56,19,67
2024-04-01,SKU165,169,47,7,49
2024-04-01,SKU166,140,88,10,61
2024-04-01,SKU167,72,81,19,73
2024-04-01,SKU168,286,13,13,46
2024-04-01,SKU169,273,41,12,27
2024-04-01,SKU170,129,42,11,60
2024-04-01,SKU171,200,43,17,58
2024-04-01,SKU172,253,81,3,66
2024-04-01,SKU173,255,76,4,50
2024-04-01,SKU174,246,82,4,73
2024-04-01,SKU175,178,80,14,41
2024-04-01,SKU176,127,3,3,24
2024-04-01,SKU177,268,25,6,69
2024-04-01,SKU178,154,13,7,50
2024-04-01,SKU179,108,44,21,31
2024-04-01,SKU180,75,81,8,56
2024-04-01,SKU181,202,48,17,64
2024-04-01,SKU182,85,33,4,43
2024-04-01,SKU183,207,43,8,40
2024-04-01,SKU184,73,63,18,38
2024-04-01,SKU185,292,45,16,40
2024-04-01,SKU186,99,83,15,39
2024-04-01,SKU187,99,97,11,33
2024-04-01,SKU188,244,39,7,52
2024-04-01,SKU189,89,100,7,21
2024-04-01,SKU190,114,16,4,37
